twi_query,cleaned_query,intent,twi_response,english_translation,source
"Ayamtuo a ete se nsuben, eye cholera nsenkyerene?",ayamtuo a ete se nsuben eye cholera nsenkyerene,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
Cholera emergency mu na adokota de IV nsuo de sa paa?,cholera emergency mu na adokota de iv nsuo de sa paa,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",WHO Ghana
"Odwo, ete sen cahtbot?",odwo ete sen cahtbot,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
Cholera bacteria betumi atena nsuo mu bere ben?,cholera bacteria betumi atena nsuo mu bere ben,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Cholera asa wɔ berɛ bɛn mu sɛ yɛde ORS sa ampa?,cholera asa wɔ berɛ bɛn mu sɛ yɛde ors sa ampa,treatment_query,"Fa lita baako nsuo pa, asikre nsa-mmerɛ nsia (6 teaspoons), ne nkyene nsa-mmerɛ fa (1/2 teaspoon) na fra bom yie ma ɔnom.","Mix 1 liter of clean water, 6 teaspoons of sugar, and 1/2 teaspoon of salt to make Home-made Rehydration Solution.",CDC
"Sɛ minni chlorine tablets a, dɛn foforo na metumi de asiesie me nsuo?",sɛ minni chlorine tablets a dɛn foforo na metumi de asiesie me nsuo,water_treatment_methods_query,"Sɛ wonni chlorine tablets a, nua nsuo no yɛ ɔkwan foforo a ɛyɛ adwuma, anaa fa nsuo filter a wowɔ di dwuma.","If you don't have chlorine tablets, boiling the water is another effective option, or use a water filter if you have one.",CDC
Choelra treatment no ɛtua sika pii?,choelra treatment no ɛtua sika pii,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Ɛyɛ dɛn na yɛsiesie amufoɔ a wɔawu firi cholera mu na ɛrenkeka afoforo?,ɛyɛ dɛn na yɛsiesie amufoɔ a wɔawu firi cholera mu na ɛrenkeka afoforo,burial_safety_query,"Wɔde chlorine solution siesie amu no ho, wɔde nkuruwa a ɛnyɛ hu bɔ ho ban, na wɔsie no ntɛm, na wɔmma daadaa ho nkɔ ntam a wɔansiesie no yiye.","The body is disinfected with a chlorine solution, handled using appropriate protective materials, and buried promptly, without a delay that could expose others.",CDC
Cholera nsenkyerene wo obi ho da adi sen ampa?,cholera nsenkyerene wo obi ho da adi sen ampa,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana
Samina tumi kum cholera mmoawa wo nsa ho ɛnte saa?,samina tumi kum cholera mmoawa wo nsa ho ɛnte saa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
"Hoohro nnuane ansa na wonoa, ɛboa?",hoohro nnuane ansa na wonoa ɛboa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se minni sika a, wobegye me wo ayaresabea se mewo cholera anaa ente saa?",se minni sika a wobegye me wo ayaresabea se mewo cholera anaa ente saa,cost_treatment_query,"Ayaresabea government mu no, wɔntaa mpa obi a ɔyare cholera kwan sɛ onni sika, efisɛ ɛyɛ emergency yare a ɛho hia sɛ wɔsa ntɛm.","Government hospitals typically won't turn away a cholera patient for lack of money, since it's treated as an urgent emergency requiring immediate care.",Ghana Health Service
"Me maame anya cohlera na orefe wo fie, den na meye ntem ara?",me maame anya cohlera na orefe wo fie den na meye ntem ara,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Cholera nnyansoo ne biirbi a efa nsuo ne aduane ho,cholera nnyansoo ne biirbi a efa nsuo ne aduane ho,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Mfifisee betumi de cholera afiri tiafi mu aba me nuane ho ɛnte saa?,mfifisee betumi de cholera afiri tiafi mu aba me nuane ho ɛnte saa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Sɛ me pɛ sɛ emtena adagya mu fɛfɛɛfɛ a, dɛn na mɛyɛ anaa ɛnyɛ saa?",sɛ me pɛ sɛ emtena adagya mu fɛfɛɛfɛ a dɛn na mɛyɛ anaa ɛnyɛ saa,prevention_query,"Hohoro wo nsa ne samina ne nsuo pa bere biara, nua wo nsuo ansa na woanom, na kata wo nnuane so yie.","Wash your hands with soap and safe water, boil your drinking water, and always cover your food.",WHO Ghana
Cholera tumi ma obi koma ntɔɔ ampa?,cholera tumi ma obi koma ntɔɔ ampa,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
Aduane a wɔatoto no yie de cholera ba anaa?,aduane a wɔatoto no yie de cholera ba anaa,myth_correction_query,"Dabi, aduane a wɔatoto no yie (well-cooked food) mfa cholera mmoawa mma, gye sɛ efi bio ka mu wɔ toto no akyi anaa mfifiseɛ ka mu. Toto aduane yie kum cholera mmoawa no.","No, properly cooked food does not carry cholera bacteria, unless it becomes contaminated again after cooking, such as by flies. Thorough cooking kills the cholera bacteria.",WHO Ghana
Response yi boa me paa nnɛ wo nim?,response yi boa me paa nnɛ wo nim,general_greeting,Ɛyɛ me anigye paa! Bisa me biribiara a ɛfa cholera banbɔ ne ano aduru ho bio na mɛbua wo.,This response helps me a lot today. I am very happy! Ask me anything about cholera prevention and treatment again and I will answer you.,Ghana NLP
Ayaresabea biara wo ha betumi asa cholera?,ayaresabea biara wo ha betumi asa cholera,emergency_query,"Aane, Ghana Health Service abɔ mbɔden sɛ clinic ne ayaresabea ahorow nyinaa wɔ ORS ne nsuo a yɛde bɔ ntin mu (IV fluids) ma yarefoɔ.","Can any hospital here treat cholera? Yes, the Ghana Health Service has made efforts so that all clinics and hospitals have ORS and intravenous fluids (IV fluids) for patients.",Ghana Health Service
Cholera ne ayamtuo a eye adi no gyina soronko den anaa?,cholera ne ayamtuo a eye adi no gyina soronko den anaa,differentiation_query,"Cholera ayamtuo no yɛ nsuo tea (te sɛ nsubɛn), ɛba ntɛm paa, na nsuo a wafa mu sa ntɛm kɛse sen ayamtuo a ɛyɛ adi.","Cholera diarrhea is watery and pale (like rice-water), comes on suddenly, and causes much more rapid dehydration than ordinary diarrhea.",WHO Ghana
"Chatbot, ma me cholera ho nhyehyee",chatbot ma me cholera ho nhyehyee,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,WHO Ghana
"Yɛ ne yɛn, me pɛ sɛ mneya nsɛm fa cholera ho ampa?",yɛ ne yɛn me pɛ sɛ mneya nsɛm fa cholera ho ampa,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,WHO Ghana
"Sɛ me ba no anya cholera mu den na mewɔ sika a ɛntua ayaresabea ho a, dɛn mɛyɛ wo nim?",sɛ me ba no anya cholera mu den na mewɔ sika a ɛntua ayaresabea ho a dɛn mɛyɛ wo nim,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
"Se obaa no ba no anya cholera a, ewo se ogyae ma no nufosuo paa?",se obaa no ba no anya cholera a ewo se ogyae ma no nufosuo paa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Me ba no anya cholrea mu den na ɔrente asɛm yie, ɛyɛ emergency?",me ba no anya cholrea mu den na ɔrente asɛm yie ɛyɛ emergency,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
Nsa hohoro ne samina boa paa?,nsa hohoro ne samina boa paa,prevention_query,"Aane, nsa hohoro ne samina ne nsuo a ɛretew gu nsuo pa mu siw cholera kwan kɛseɛ paa efisɛ ɛkum mmoawa no afiri wo nsa ho.","Does handwashing with soap help a lot? Yes, washing hands with soap and running water helps prevent cholera significantly because it kills the bacteria from your hands.",WHO Ghana
"Sɛ obi anya cholera na ɔnte asɛm yie a, ɛwɔ sɛ oma no ORS anaa yɛkɔ clinic ɛnte saa?",sɛ obi anya cholera na ɔnte asɛm yie a ɛwɔ sɛ oma no ors anaa yɛkɔ clinic ɛnte saa,emergency_query,"EYI NE EMERGENCY! Ma no ORS nsuo sɛ obetumi anom, na fa no kɔ ayaresabea ntɛm ara na wɔakɔma no nsuo wɔ ne ntin (IV fluids).","THIS IS AN EMERGENCY! Give ORS if conscious, and take them to the hospital immediately for IV fluids.",CDC
"Hohoro nnuane ansa na wonoa, ɛboa?",hohoro nnuane ansa na wonoa ɛboa,prevention_query,"Na yɛbɛyɛ ne sɛ: Hohoro wo nsa ne samina bere biara, di aduane a ɛyɛ hyere na nua wo nsuo ansa na woanom.","To avoid cholera: wash your hands with soap, eat hot cooked food, and boil your water before drinking.",CDC
"Se ayamtuo ne afee ba wo do koro mu a, eye cholera ɛnte saa?",se ayamtuo ne afee ba wo do koro mu a eye cholera ɛnte saa,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Kyerɛ me nsɛm fa choelra ho ampa?,kyerɛ me nsɛm fa choelra ho ampa,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,WHO Ghana
hColera yareɛ ho nsenkyerɛne titiriw ne sɛn?,hcolera yareɛ ho nsenkyerɛne titiriw ne sɛn,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
"Ete sen, chatbot nua anaa?",ete sen chatbot nua anaa,general_greeting,Akwaaba! Metumi aboa wo wɔ cholera yareɛ ho nsɛm biara. Bisa biribi!,Welcome! I can help you with any questions about cholera. Ask anything!,Ghana NLP
ORS yɛbɛtumi de nsuo bɛn ayɛ no ɛnte saa?,ors yɛbɛtumi de nsuo bɛn ayɛ no ɛnte saa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Hello, owura paa?",hello owura paa,general_greeting,"Hello, akwaaba! Me ne Cholera Twi Chatbot. Mebua wo cholera ho nsɛmmisa wo Twi mu.","Hello, welcome! I am the Cholera Twi Chatbot. I answer cholera questions in Twi.",Ghana NLP
Obi bin mu nsuo betumi de cholrea aba?,obi bin mu nsuo betumi de cholrea aba,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
"Mfifiseɛ gyina efi so na ɔbɛsi me nuane so, mɛyɛ dɛn ɛnte saa?",mfifiseɛ gyina efi so na ɔbɛsi me nuane so mɛyɛ dɛn ɛnte saa,transmission_query,"Sɛ mfifiseɛ si wo nuane so a, ɛbetumi de cholera mmoawa agu so. To saa nuane no gu anaa nua mu yie ma ɛyɛ hyere paa ansa na woadi.","Flies stood on waste and landed on my food, what should I do? If flies land on your food, they can deposit cholera bacteria. Throw that food away or heat it thoroughly until very hot before eating.",WHO Ghana
"Ayamtuo a ete se nsuben, eye hcolera nsenkyerene?",ayamtuo a ete se nsuben eye hcolera nsenkyerene,symptoms_query,Cholera yareɛ no ho nsenkyerɛne titiriw ne ayamtuo kɛseɛ a ɛte sɛ nsuo (a ɛte sɛ nsubɛn) ne ɛfeɛ a ɛnto mpa. Eyi betumi ama wo ho nsuo asa ntɛm (dehydration).,The main symptoms of cholera are severe watery diarrhea (like rice-water) and frequent vomiting. This can cause rapid dehydration.,WHO Ghana Health Service
Me fie nsuo no ye safe de ye ORS ɛnte saa?,me fie nsuo no ye safe de ye ors ɛnte saa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
Cholera bacteria tumi asa wo nua nsuo mu paa?,cholera bacteria tumi asa wo nua nsuo mu paa,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Filter bi wɔ hɔ a ɛtumi siesie nsuo mfiri cholera momawa mu?,filter bi wɔ hɔ a ɛtumi siesie nsuo mfiri cholera momawa mu,water_treatment_methods_query,"Aane, nsuo filter a ɛyɛ fine (ceramic anaa membrane filters) tumi yi cholera mmoawa firi nsuo mu. Nanso sɛ wode bɛka chlorine anaa wonua bio a, ɛyɛ papa kyɛn.","Yes, fine water filters such as ceramic or membrane filters can remove cholera bacteria. Combining filtration with boiling or chlorination is even safer.",WHO Ghana
eMdaase ma mmoaeɛ pa yi,emdaase ma mmoaeɛ pa yi,general_greeting,Meda wo ase nso! Hwɛ wo ho so yie na horo wo nsa ne samina bere biara. Tena ase asomdwoe mu.,Thank you for this good help. Thank you too! Take good care of yourself and wash your hands with soap every time. Stay safe.,Ghana NLP
Efi a ewo nsuo mu de cholera ko onipa ho,efi a ewo nsuo mu de cholera ko onipa ho,transmission_query,Cholera tare ntɛm ara nam nsuo anaa aduane a cholera bacteria firi obi bin mu akɔwura mu.,Cholera spreads rapidly through drinking water or eating food contaminated with the cholera bacteria from feces.,WHO Ghana
Ayamtuo paapaa yi bkeum obi?,ayamtuo paapaa yi bkeum obi,emergency_query,"Aane, cholera tumi kum obi nnɔnhwerew kakraa bi mu ɛfiri nsuo pii a ɛsa wɔ nipadua no mu. Eyi nti, ɛyɛ emergency a ɛwɔ sɛ yɛkɔ clinic ntɛm.","Can this frequent diarrhea kill someone? Yes, cholera can kill within a few hours due to severe fluid loss. Therefore, it is an emergency that requires going to the clinic quickly.",WHO Ghana
ORS betumi ama me ba no san nyane anaa ɛnyɛ saa?,ors betumi ama me ba no san nyane anaa ɛnyɛ saa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Me ho titi titi firi cholera nsenkyerene ho, den meye?",me ho titi titi firi cholera nsenkyerene ho den meye,symptoms_query,Ayamtuo ne afeɛ kɛseɛ a ɛnto mpa na ɛkyerɛ sɛ obi betumi anya cholera yareɛ no. Wo ho nsuo bɛtumi asa ntɛm ara.,"Severe watery diarrhea and uncontrollable vomiting are signs of cholera, which can cause rapid dehydration.",CDC Ghana
Yɛde aduru bɛn de siw ayamtuo wɔ cholera mu ampa?,yɛde aduru bɛn de siw ayamtuo wɔ cholera mu ampa,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"ORS aduru no, yebetumi anya wo he wo Ghana?",ors aduru no yebetumi anya wo he wo ghana,treatment_query,"Yɛde ORS (Oral Rehydration Salts) nsuo na ɛsa cholera ntɛm ara na nsuo ansɛe wo ho. Sɛ emu yɛ den a, kɔ ayaresabea ntɛm.","Cholera is treated immediately with ORS (Oral Rehydration Salts) to restore fluids. If severe, go to the hospital immediately.",WHO Ghana
"Sɛ me ba wo aduane mfifiseɛ akɔ so a, ɛyɛ asiane ma cholera ampa?",sɛ me ba wo aduane mfifiseɛ akɔ so a ɛyɛ asiane ma cholera ampa,transmission_query,"Cholera mmoawa no firi aduane anaa nsuo a efi guom na afra, paa ayaresabea bin anaa efi a mfifiseɛ akɔdi so.",The cholera bacteria comes from food or water contaminated with human sewage or waste carried by flies.,CDC
